120259084288,METHOD_PARAMETER_OUT,self,18,BY_SHARING,0,false,13,self,0,ANY
120259084289,METHOD_PARAMETER_OUT,uri,24,BY_SHARING,1,false,13,uri,1,ANY
120259084290,METHOD_PARAMETER_OUT,user,29,BY_SHARING,2,false,13,user,2,ANY
120259084291,METHOD_PARAMETER_OUT,pwd,35,BY_SHARING,3,false,13,pwd,3,ANY
120259084292,METHOD_PARAMETER_OUT,self,17,BY_SHARING,0,false,19,self,0,ANY
120259084293,METHOD_PARAMETER_OUT,self,15,BY_SHARING,0,false,23,self,0,ANY
120259084294,METHOD_PARAMETER_OUT,self,15,BY_SHARING,0,false,27,self,0,ANY
120259084295,METHOD_PARAMETER_OUT,query,21,BY_SHARING,1,false,27,query,1,ANY
120259084296,METHOD_PARAMETER_OUT,parameters,28,BY_SHARING,2,false,27,parameters,2,ANY
120259084297,METHOD_PARAMETER_OUT,db,45,BY_SHARING,3,false,27,db,3,ANY
120259084298,METHOD_PARAMETER_OUT,uri,24,BY_SHARING,1,false,13,uri,1,ANY
120259084299,METHOD_PARAMETER_OUT,user,29,BY_SHARING,2,false,13,user,2,ANY
120259084300,METHOD_PARAMETER_OUT,pwd,35,BY_SHARING,3,false,13,pwd,3,ANY
120259084301,METHOD_PARAMETER_OUT,cls,18,BY_SHARING,0,false,13,cls,0,ANY
120259084302,METHOD_PARAMETER_OUT,uri,24,BY_SHARING,1,false,13,uri,1,ANY
120259084303,METHOD_PARAMETER_OUT,user,29,BY_SHARING,2,false,13,user,2,ANY
120259084304,METHOD_PARAMETER_OUT,pwd,35,BY_SHARING,3,false,13,pwd,3,ANY
120259084305,METHOD_PARAMETER_OUT,cls,5,BY_SHARING,0,false,13,cls,0,ANY
120259084306,METHOD_PARAMETER_OUT,self,18,BY_SHARING,1,false,13,self,1,ANY
120259084307,METHOD_PARAMETER_OUT,uri,24,BY_SHARING,2,false,13,uri,2,ANY
120259084308,METHOD_PARAMETER_OUT,user,29,BY_SHARING,3,false,13,user,3,ANY
120259084309,METHOD_PARAMETER_OUT,pwd,35,BY_SHARING,4,false,13,pwd,4,ANY
120259084310,METHOD_PARAMETER_OUT,cls,5,BY_SHARING,0,false,19,cls,0,ANY
120259084311,METHOD_PARAMETER_OUT,self,17,BY_SHARING,1,false,19,self,1,ANY
120259084312,METHOD_PARAMETER_OUT,cls,5,BY_SHARING,0,false,23,cls,0,ANY
120259084313,METHOD_PARAMETER_OUT,self,15,BY_SHARING,1,false,23,self,1,ANY
120259084314,METHOD_PARAMETER_OUT,cls,5,BY_SHARING,0,false,27,cls,0,ANY
120259084315,METHOD_PARAMETER_OUT,self,15,BY_SHARING,1,false,27,self,1,ANY
120259084316,METHOD_PARAMETER_OUT,query,21,BY_SHARING,2,false,27,query,2,ANY
120259084317,METHOD_PARAMETER_OUT,parameters,28,BY_SHARING,3,false,27,parameters,3,ANY
120259084318,METHOD_PARAMETER_OUT,db,45,BY_SHARING,4,false,27,db,4,ANY
120259084319,METHOD_PARAMETER_OUT,connection,25,BY_SHARING,1,false,132,connection,1,ANY
120259084320,METHOD_PARAMETER_OUT,college_name,37,BY_SHARING,2,false,132,college_name,2,ANY
120259084321,METHOD_PARAMETER_OUT,p1,,BY_VALUE,1,false,,p1,1,ANY
120259084322,METHOD_PARAMETER_OUT,p2,,BY_VALUE,2,false,,p2,2,ANY
120259084323,METHOD_PARAMETER_OUT,p1,,BY_VALUE,1,false,,p1,1,ANY
120259084324,METHOD_PARAMETER_OUT,p2,,BY_VALUE,2,false,,p2,2,ANY
120259084325,METHOD_PARAMETER_OUT,p1,,BY_VALUE,1,false,,p1,1,ANY
120259084326,METHOD_PARAMETER_OUT,p2,,BY_VALUE,2,false,,p2,2,ANY
120259084327,METHOD_PARAMETER_OUT,p1,,BY_VALUE,1,false,,p1,1,ANY
120259084328,METHOD_PARAMETER_OUT,p2,,BY_VALUE,2,false,,p2,2,ANY
120259084329,METHOD_PARAMETER_OUT,p1,,BY_VALUE,1,false,,p1,1,ANY
120259084330,METHOD_PARAMETER_OUT,p2,,BY_VALUE,2,false,,p2,2,ANY
120259084331,METHOD_PARAMETER_OUT,p1,,BY_VALUE,1,false,,p1,1,ANY
120259084332,METHOD_PARAMETER_OUT,p2,,BY_VALUE,2,false,,p2,2,ANY
120259084333,METHOD_PARAMETER_OUT,p3,,BY_VALUE,3,false,,p3,3,ANY
120259084334,METHOD_PARAMETER_OUT,p1,,BY_VALUE,1,false,,p1,1,ANY
120259084335,METHOD_PARAMETER_OUT,p2,,BY_VALUE,2,false,,p2,2,ANY
120259084336,METHOD_PARAMETER_OUT,p1,,BY_VALUE,1,false,,p1,1,ANY
120259084337,METHOD_PARAMETER_OUT,p1,,BY_VALUE,1,false,,p1,1,ANY
120259084338,METHOD_PARAMETER_OUT,p2,,BY_VALUE,2,false,,p2,2,ANY
120259084339,METHOD_PARAMETER_OUT,p1,,BY_VALUE,1,false,,p1,1,ANY
120259084340,METHOD_PARAMETER_OUT,p1,,BY_VALUE,1,false,,p1,1,ANY
120259084341,METHOD_PARAMETER_OUT,p2,,BY_VALUE,2,false,,p2,2,ANY
